date,timestamp,id,measurement_name,host,interface,description,traffic_out,traffic_in
"Feb 22, 2022 @ 20:56:33.000",1645563393,3d545fcf178aa3b6b1f0dc2f1d77b87becbe70c46f84ac25e08e29342b66486f,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1727270000
"Feb 22, 2022 @ 20:56:33.000",1645563393,d4b0581143d9fe79531ad184c22acad8b3932bc7fa3bc1ef4187e0fb5cc45a55,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,22507400000,
"Feb 22, 2022 @ 21:01:33.000",1645563693,3979a2888b66217d77c972469817f1e0368d516f576a4124d74674b802a6d434,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1809150000
"Feb 22, 2022 @ 21:01:33.000",1645563693,5254568c6a1b86e4e5a1b1f9b798de2b186932554368a3cb45075d634119f9f0,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,22899400000,
"Feb 22, 2022 @ 21:06:33.000",1645563993,10ccce0644a85882ee92762cd0b2199a09b2db8fafb829395e49398b9c8f0f10,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1884680000
"Feb 22, 2022 @ 21:06:33.000",1645563993,f3e2a18cafd6a51c644fc51ae54be2b460744947e68faf2b04596c42f88892cf,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,22656000000,
"Feb 22, 2022 @ 21:11:33.000",1645564293,33144b9344b338268d94c6dede99992915fe00d104295076617564501f227a5e,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1745920000
"Feb 22, 2022 @ 21:11:33.000",1645564293,610a8d8b60cc21e17f8625381b7540a47731342ea5c50145faf2ca5fa6d6f9da,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,22698700000,
"Feb 22, 2022 @ 21:16:33.000",1645564593,0deb75d274ffb70167770446c781c345f5da78641d8852313c507763391d617d,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1739910000
"Feb 22, 2022 @ 21:16:33.000",1645564593,6132e3ff3c40844869bba77aa5b403574cb6fd1721cf2b1f1da333f9706e6705,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,21858800000,
"Feb 22, 2022 @ 21:21:33.000",1645564893,cceadbc08056b360f545188d2d6dd1202e621d694d9416751bf032075599e03f,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1874210000
"Feb 22, 2022 @ 21:21:33.000",1645564893,dba8049d85d0081220e7c57369b2a189729a4114ac4cfcc597968298e90d471f,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,22173900000,
"Feb 22, 2022 @ 21:26:33.000",1645565193,a7d9db6520b0383c85b4d210fe9615d632067f647b22651179a9e1bb985e40f8,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1677790000
"Feb 22, 2022 @ 21:26:33.000",1645565193,a398dc5e3c832f27ce2dc9f1720ac10f687f6d91b15f6f7f0306cd99326eb9f7,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,21795400000,
"Feb 22, 2022 @ 21:31:33.000",1645565493,ba3b10495c8146402b78040c0f33d4aefd398b0f7e0014e7ad3076391688e1b5,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1686770000
"Feb 22, 2022 @ 21:31:33.000",1645565493,212c5d928a7f29402aa6d8a633b6e48857d6803e5cd50aaa2a669b350bdba1de,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,22126900000,
"Feb 22, 2022 @ 21:36:33.000",1645565793,e7cfa5ccd0e787708a9c61376e5a57f192dd7a2b6b9dbc92a9603c4675d44f90,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1716860000
"Feb 22, 2022 @ 21:36:33.000",1645565793,f20554c5208d12785bac7dbafd654804b43c49f1a3ab4c6bbe3ea03edaf00b91,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,22023100000,
"Feb 22, 2022 @ 21:41:33.000",1645566093,1928214e13bad43348d92866e4221ba4fb228d4185f362290625c0cf48fa74fd,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1673800000
"Feb 22, 2022 @ 21:41:33.000",1645566093,1f1b6b38e1b107f86ae97993b6b547ccfb5d57a5a2da13cefa43ea678c2268d0,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,21753600000,
"Feb 22, 2022 @ 21:46:33.000",1645566393,be1a3519e7203bd90b53dd32cc46350f5aa4104e7489663847756c945c71e370,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1747510000
"Feb 22, 2022 @ 21:46:33.000",1645566393,e626ba3bad21dc10314f47867c1fca6beb0953786b8cc4b3e2ed43bf657998d9,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,21709300000,
"Feb 22, 2022 @ 21:51:33.000",1645566693,34449ae7082039a17709cf87476188c5d624fb16a14df8df4ee896781b19763c,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1679760000
"Feb 22, 2022 @ 21:51:33.000",1645566693,68262dbd7027cf52ffd7b753d2463320c671dfed74ee4eed472ecabc6f403d9b,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,20970300000,
"Feb 22, 2022 @ 21:56:33.000",1645566993,0fdd7b4e1362572621501b35f81fe9e111cebd8debace5fc2d9acc38b7e1592b,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1482410000
"Feb 22, 2022 @ 21:56:33.000",1645566993,b3143e7dae65fc21af0996c8489774d56df73d732a821a74c7ee2d4736d808db,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,20410300000,
"Feb 22, 2022 @ 22:01:33.000",1645567293,9143ab4a49224d38f349eac1093137658c1efbbba5d74284fe95e1729319fc1d,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1480030000
"Feb 22, 2022 @ 22:01:33.000",1645567293,9c7571858ddbae08811c5d0b28d9c8e0d946abf5c1bb862043c83c6e83d6eab0,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,20096400000,
"Feb 22, 2022 @ 22:06:33.000",1645567593,f249bb901b1bbe59a8d1fbd23495b3c4bc3cf471bf3a40af8df799f757712642,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1486580000
"Feb 22, 2022 @ 22:06:33.000",1645567593,af1f9e2d1fab59f5d6ecdb6ba1650809de7ada7dc8143325a403de0f227e0d80,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,20384700000,
"Feb 22, 2022 @ 22:11:33.000",1645567893,4b411d60bf596762bf9216ae48ffb20b244afacbab2beb0cd912b4a7524b277c,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1559010000
"Feb 22, 2022 @ 22:11:33.000",1645567893,87a019e66f7c0461abc343759c9aa2a7f214677e5da204b4ffc623f6faf94757,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,19819700000,
"Feb 22, 2022 @ 22:16:33.000",1645568193,8c5e9bda5d7fa9818f23f6cdf585b9f5ce5da6c3d19d019d8e19d41c7d31cf83,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1520160000
"Feb 22, 2022 @ 22:16:33.000",1645568193,1549d006dc6b587c8d7416512b8848c55f3b580ddfb859724171e41d7d43e76b,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,19086100000,
"Feb 22, 2022 @ 22:21:33.000",1645568493,b12b3e9d19a3372ebf2657b881e9e53b3ff3f1b56c2cb9a56370a060c5ae307e,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1481670000
"Feb 22, 2022 @ 22:21:33.000",1645568493,3e772aa72783771ff11112a250d08cc055ec7f2ba48b62ca248475669159976d,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,18948400000,
"Feb 22, 2022 @ 22:26:33.000",1645568793,4b5feca18e85b273b31bda101f102feaed55c7ff07878cb6c013c89c3801b4e8,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1330940000
"Feb 22, 2022 @ 22:26:33.000",1645568793,2e5027b3539b8c37d9ecd7cab276207457e8092bdfef66377fc57ad7ab24ffd9,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,18333500000,
"Feb 22, 2022 @ 22:31:33.000",1645569093,c0dffc7f69cf3d7a24d4183e8ffd774d9d7dff17711b994fb76f900ff119b10c,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1256860000
"Feb 22, 2022 @ 22:31:33.000",1645569093,aa20ac8690c0511ca5eecde542e60f8b82dbcb14b7fe3fb296c57500c42887c9,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,17724200000,
"Feb 22, 2022 @ 22:36:33.000",1645569393,666dcdb74d90a73deb9f874df0842e684ffff2ee94ea555a6fea5adc38f61651,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1315240000
"Feb 22, 2022 @ 22:36:33.000",1645569393,55042d4a89b8ff03057681f0c245aa7165a4f3308248b3527b285de4184195f8,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,17310500000,
"Feb 22, 2022 @ 22:41:33.000",1645569693,5a046252e60b39cf3f1a60490afaee1ec62efd8e153afddb1429a6cca20c85cd,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1339750000
"Feb 22, 2022 @ 22:41:33.000",1645569693,9bc01b27e41c27582fea29054a86b23ae56e18f9f346c56caa62895c789aa2a4,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,17000600000,
"Feb 22, 2022 @ 22:46:33.000",1645569993,0bd1be46246d47d506d7caccbf6bbf37fee7c49ce0fa372e3e840917b5342f2e,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1332210000
"Feb 22, 2022 @ 22:46:33.000",1645569993,bd63cb7857f6b251373c5a61551a0fa7603a4bd95468ff043ccd0de0c71581f9,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,16829400000,
"Feb 22, 2022 @ 22:51:33.000",1645570293,cd4fc26a4327983928060eacca0cba8e063b4afe055dc8df544511e7e7bb8c2d,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1155660000
"Feb 22, 2022 @ 22:51:33.000",1645570293,287c5e8cae2da8e7f3568b9345c401563f2a8528b6ca4687fef890660ac54e1c,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,16020900000,
"Feb 22, 2022 @ 22:56:33.000",1645570593,4972a250f58df7579246a66d8b06f6d9cb0d908282c0de01d6de5b9ae32a2405,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1198240000
"Feb 22, 2022 @ 22:56:33.000",1645570593,a61635bfd394ece21287a40eec3e2fe1dde18c31559f10a2a8c550ab8072258d,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,15162000000,
"Feb 22, 2022 @ 23:01:33.000",1645570893,c412d535d87b48d720fcde82d559860fcaaa113eb6b4c28f1e7cf28aa7b6f381,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1180530000
"Feb 22, 2022 @ 23:01:33.000",1645570893,c796f82d88ef0230a5676b7592aed054f03b77d97c3f940f2e52e1f9c3c6fcc1,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,14798400000,
"Feb 22, 2022 @ 23:06:33.000",1645571193,20897327ef94561b5f12690ad8fa986db567f341c212603a62031829d1a49a5e,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1190410000
"Feb 22, 2022 @ 23:06:33.000",1645571193,d503b0731c9adc64b31a2d10fe731bc1d1a73c1ccabb7868d39e289c9950706e,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,14148400000,
"Feb 22, 2022 @ 23:11:33.000",1645571493,dffb1c36bb8138c2e5ec15c17cc9543edd8fbc331a269c3d61133aad1f6de65d,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1182940000
"Feb 22, 2022 @ 23:11:33.000",1645571493,946b5a072e4140de953acabac373d21ceaa9e01862c5fc7ceb4c5754df859e13,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,13688700000,
"Feb 22, 2022 @ 23:16:33.000",1645571793,ad57e997ac2e2c88cff49d78774d6ae30c27c523c799be21f189bf6cc99ca58a,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1232370000
"Feb 22, 2022 @ 23:16:33.000",1645571793,bcdadac2e3fb7fc945f1588fe6da487f1a26f84e8b9628b856e9f7cd1f446a02,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,13475200000,
"Feb 22, 2022 @ 23:21:33.000",1645572093,aa8415cb22e4d77410e524227cbfc1d525a944a6118eaae33d106f6da4859ac7,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1134770000
"Feb 22, 2022 @ 23:21:33.000",1645572093,b6aa74a27fdbe3acb81c26343352fe1e764262a2747e465f17abde045e62c7d2,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,12859300000,
"Feb 22, 2022 @ 23:26:33.000",1645572393,dd644b0afa56e23c740ffe71bdaeeb2a23780f4f791016094cf7c5129b803c7a,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1085040000
"Feb 22, 2022 @ 23:26:33.000",1645572393,0b52f7aca0ccfb476e6eca5ca43df039a2aeb4aea87f71f224304b7283ee815e,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,12385200000,
"Feb 22, 2022 @ 23:31:33.000",1645572693,1c467bdd098293cb5713b096e6b1de3dd5849704186d235879e2ccbafedba16c,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,973119000
"Feb 22, 2022 @ 23:31:33.000",1645572693,eb37368e074334db07ddd5b395a3ca72a9718cb5e332b6ad7eda36068f09fd53,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,11823100000,
"Feb 22, 2022 @ 23:36:33.000",1645572993,78fae4bff6296fc3163fe7617c04897a2aa258f880c14a920c9e5a49cb94b21b,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1009780000
"Feb 22, 2022 @ 23:36:33.000",1645572993,21701c6ea1edcd6ca991af52c68b33772c2c88852e0affe3b36593031242633d,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,11370800000,
"Feb 22, 2022 @ 23:41:33.000",1645573293,f78a769ce539be1eb3adac35e2871e23e5ea851ca0ce83c45bc3eb0a4bdf7c41,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,898540000
"Feb 22, 2022 @ 23:41:33.000",1645573293,7181d28d81c710d78b6dea26cae356f6e1faa2008fe3161362aa7605cc0bbb3c,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,11078800000,
"Feb 22, 2022 @ 23:46:33.000",1645573593,d6335f7745536f1139db65fed86204047b3085ea65c0e34d1eb5169fb8a62013,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,905785000
"Feb 22, 2022 @ 23:46:33.000",1645573593,608f964af321307eb42bb720b188a2c271b7734eb9942795036347118d711046,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,10785500000,
"Feb 22, 2022 @ 23:51:33.000",1645573893,7a87b2d851fe7a578ac3b2abe97cee8a2835951791358eea4e962ed5ef0b1d94,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,904767000
"Feb 22, 2022 @ 23:51:33.000",1645573893,7330569c3b1b05b17bc25be7f9178400bfe66d9024f3bcf6789dda63a3c8d2ff,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,10269700000,
"Feb 22, 2022 @ 23:56:33.000",1645574193,434578f8e73413f166bde1046e3196479caa4d987638958d2bb772783c824314,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,754109000
"Feb 22, 2022 @ 23:56:33.000",1645574193,764271d9773f3a3cc1abcfc4a220d8bf3868ec145500ebc2dfdd5383eb62eb51,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,9613640000,
"Feb 23, 2022 @ 00:01:33.000",1645574493,77b9df6a89360603a1f7bd743286f1048189932bfd493308f950f543dccd63a0,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,818810000
"Feb 23, 2022 @ 00:01:33.000",1645574493,cb124e2e6ebde75d5f0bac6cb2e713cdce02212005d58b5087694e01f1323de0,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,9322990000,
"Feb 23, 2022 @ 00:06:33.000",1645574793,1931d68c5829b400f86588cef0aa664815c5b27138b291af51207a7f5a30a26a,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,710847000
"Feb 23, 2022 @ 00:06:33.000",1645574793,9f303a4d6d9a928e3692c0efa852cb80b846a06b5e5d227583f264251754581b,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,9008240000,
"Feb 23, 2022 @ 00:11:33.000",1645575093,349db8857f25f2f6483f2fcb6d268355ae3032cd54c95ec0caa189be1271b39e,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1008820000
"Feb 23, 2022 @ 00:11:33.000",1645575093,58a55c8e8cef2b87409de67fbdf1243a86196c67bf81dcb737a6a1c54b4fbecd,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,8466880000,
"Feb 23, 2022 @ 00:16:33.000",1645575393,55efd4176db39802f64d39da0f0380d687e1d8ab303d3bac799bd9d08a2c2387,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,819725000
"Feb 23, 2022 @ 00:16:33.000",1645575393,d6ee959ecabcb4a9d05fb80b7eb0853d54ac0fa5140f8ab5256dbca6a660e75b,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,8159840000,
"Feb 23, 2022 @ 00:21:33.000",1645575693,fa53049cb5861a8fb7cc2fb327e3a80cb011c1841c4df36bca98da5cdfd1ee6d,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,846720000
"Feb 23, 2022 @ 00:21:33.000",1645575693,d3cd38e81bb78cac89baabd92d593b4f7a62ac15d4182f54d1e24daa39308b06,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,7519560000,
"Feb 23, 2022 @ 00:26:33.000",1645575993,6485ddda0e2d8da1e575fe0c788f5c1b2a07a2229af60e90c71f039aa4096059,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,811418000
"Feb 23, 2022 @ 00:26:33.000",1645575993,dd4b2a8d04df1b84c4a90d87e744296dc6e1ba199bf999ad70e48c7e2f50e363,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,7150030000,
"Feb 23, 2022 @ 00:31:33.000",1645576293,565a1ffad07b06c7a08dfa6f748138b06b98335940215ba1e94c6a3b13acc244,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,634662000
"Feb 23, 2022 @ 00:31:33.000",1645576293,89d8be1c4082e0f3f7416e555fbc91e5f00a00a18a4c140cc3209ed45d68bf20,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6736710000,
"Feb 23, 2022 @ 00:36:33.000",1645576593,4ac7e985a563aef7a24d2547676f21382498a3871c1e8f86012c3f4acde4dfdc,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,617733000
"Feb 23, 2022 @ 00:36:33.000",1645576593,2a787902fe05f2233b34b5d58b174c6a9730314dd8bd37cbce76c13f2e9396b4,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6265750000,
"Feb 23, 2022 @ 00:41:33.000",1645576893,6a402ec3cf4208c9ad27ede0b4139a2591637bbda7221f698ce235d316e81713,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,637641000
"Feb 23, 2022 @ 00:41:33.000",1645576893,a05661d2dd0b422ceb33fbaf7a8ffdc2e2291a27c80786275d0c66bb9ce8ffc7,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5982100000,
"Feb 23, 2022 @ 00:46:33.000",1645577193,55437c8b50748b4ac2c12cf43be09a07fde692357dc45871eac0a679fd0c2f41,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,749242000
"Feb 23, 2022 @ 00:46:33.000",1645577193,84627b87bef6e8862326b797bb10199ef4d166a3100899560cfd0d14bd0dc2cd,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5877200000,
"Feb 23, 2022 @ 00:51:33.000",1645577493,b96bfaf2b8a648fb20fe85dd23dce47f815d14fea68685773d18a49d45f6ec81,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,575476000
"Feb 23, 2022 @ 00:51:33.000",1645577493,96613f9c15dae39943feef0bf6045dded69fc8dd6cd7bae802b89676cbd2275c,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5706400000,
"Feb 23, 2022 @ 00:56:33.000",1645577793,07566b93dc9093518ea63f5631368b45e83e2de2574d327644e2b95afee33af2,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,561634000
"Feb 23, 2022 @ 00:56:33.000",1645577793,0c5d3bea79ef20027c5c4209f71b4fd19c49e0408ca126e7090e26dba97063b5,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5332600000,
"Feb 23, 2022 @ 01:01:33.000",1645578093,04fff970d1d7e135bd85b69d8055df8dfb4840d7c53a7c0624e8bd98a0d4a344,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,556277000
"Feb 23, 2022 @ 01:01:33.000",1645578093,6a8901300b45c05518b5af240afafeb5007266b686eb5514b61b325a6d9211f3,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5173200000,
"Feb 23, 2022 @ 01:06:33.000",1645578393,0caec6e4bacfcc295eec2940cbde8d451d289291ac4529f1bf908524fbcecef6,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,677063000
"Feb 23, 2022 @ 01:06:33.000",1645578393,783a748f412541af508d3baae16ef2972fec2b3c62fdd707648c67029e859380,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5103640000,
"Feb 23, 2022 @ 01:11:33.000",1645578693,f4dc51c041fe3478988f635642b6a96df4c4d3991b2b374bf5e25e3854bc6c04,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,633574000
"Feb 23, 2022 @ 01:11:33.000",1645578693,ee167bef2a28ea605b513973958c1bf9631fdabc50a92c6604a298ee45bf3cfd,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,4826590000,
"Feb 23, 2022 @ 01:16:33.000",1645578993,d2d6262ac17861bac47e39adf3d5dca438b25d07d039b9ceb96274141969b3f9,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,702580000
"Feb 23, 2022 @ 01:16:33.000",1645578993,92a01462873045ca7aa1369a3eb168d4893708ad6114c5ca9582b947c2510b21,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,4844510000,
"Feb 23, 2022 @ 01:21:33.000",1645579293,e00310cf1e9e3f788f4a725f94eeca3e8a2f5a73a92ffd9fbb1eb2ce7af2f0ca,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,578294000
"Feb 23, 2022 @ 01:21:33.000",1645579293,4e650d23d47d86712beee673e23f43be2dac2713f07b1c7b17a0d55f6aee3d78,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,4739990000,
"Feb 23, 2022 @ 01:26:33.000",1645579593,a680623f60bcc5c3094d01c02917b71ef70a956293900d76b809125514411d5b,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,652001000
"Feb 23, 2022 @ 01:26:33.000",1645579593,aa60075e47ebbcabc464c8fc9081b041e3477f56d120770c072006443392bd53,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,4945470000,
"Feb 23, 2022 @ 01:31:33.000",1645579893,e752323165ddd4e9755be399912c5f90f3aeffc3a616239b6b148a85af1c5eab,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,738153000
"Feb 23, 2022 @ 01:31:33.000",1645579893,43196f01000e4d84a1f0b86d00790d6846b626ec40fd189bd5b3089e823a6fe8,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,4848740000,
"Feb 23, 2022 @ 01:36:33.000",1645580193,f2d8af76706b3a2225ff8e4d192f333197dd20da0394baf0f116c906cdadb859,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,678372000
"Feb 23, 2022 @ 01:36:33.000",1645580193,d344a9f4f92d1caee1d76e657dfaf579feb48d4937cde5477ee13dfd4820ce9f,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,4012180000,
"Feb 23, 2022 @ 01:41:33.000",1645580493,bb2f2fbb0fd08b44aa291218aaf7f44e1b7ba0817c0d902aa1ac4f09cdbbe067,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,566563000
"Feb 23, 2022 @ 01:41:33.000",1645580493,290e70625cff0ac234ae5e3789cb50b1d4f260a7aefc0282207a9223eb80a529,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,3866190000,
"Feb 23, 2022 @ 01:46:33.000",1645580793,1119ac322946a37f68d7d17901eb865e8701ea63975221ad7ca5ee9c034fb1aa,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,659292000
"Feb 23, 2022 @ 01:46:33.000",1645580793,0703ed2c3f5dee46d822605391115853c7e9945dc8222de817c53b9ddad78f0d,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,3637420000,
"Feb 23, 2022 @ 01:51:33.000",1645581093,a8eca43139ad238f84481215972aa46e8ea929afe2610b7877c2628ca24c31cd,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,628543000
"Feb 23, 2022 @ 01:51:33.000",1645581093,a3b66a15845f1bbbb71fe99816a4af7707a3f283f6b0a30e17c812ab7f0a8c51,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,3628410000,
"Feb 23, 2022 @ 01:56:33.000",1645581393,1316372351ea1b401d359d58fb9e0880e1666f3f980ff5b57ec4aa58cde7ac56,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,589439000
"Feb 23, 2022 @ 01:56:33.000",1645581393,1e6c3f8c98e1ccae7c6da97aa0f7ed4bec9043b4f9bd9c915aa677829b4033e9,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,3989630000,
"Feb 23, 2022 @ 02:01:33.000",1645581693,0724ce594a73db8732a9e71a9e9126c000000a967f71153fec7d4b5e84f9eb44,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,576811000
"Feb 23, 2022 @ 02:01:33.000",1645581693,4da4b0324dd40a7667805e8855f33c9a7f99f8c5a8fd3ca6476956cf6a8fd186,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,4208810000,
"Feb 23, 2022 @ 02:06:33.000",1645581993,adb57ecdd65d380b9289810f189de2d46f0c5a6c1409d5855c0083a5b802d3a3,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,533103000
"Feb 23, 2022 @ 02:06:33.000",1645581993,4fe1fbcc82439805278735c335c4bef175142ae2557be5d3190cbd2ac3678de2,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,4141370000,
"Feb 23, 2022 @ 02:11:33.000",1645582293,78ddbe9b1992330c658179cb7c7d15c7722f5129ad2bb070831d17b768737ed9,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,530563000
"Feb 23, 2022 @ 02:11:33.000",1645582293,51e53edcccdd8bdada678bea63a0038a3105a94ead31539689523a006b8c188c,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,3531400000,
"Feb 23, 2022 @ 02:16:33.000",1645582593,a11b44794857ddc12d86db7f2068f1ad0f437538f49cd1ca6f86836fcbbeec16,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,604457000
"Feb 23, 2022 @ 02:16:33.000",1645582593,145534485277eee4b8c985aed6e31972157b0d5c8b3d55dd9dfff8a6970d0e65,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,3300730000,
"Feb 23, 2022 @ 02:21:33.000",1645582893,3ac36ea0de4821442f778313c703b5b9982dc7b8b7f838ec45f3caf13b125579,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,528764000
"Feb 23, 2022 @ 02:21:33.000",1645582893,1a9519ed443819b2086530f05fb3357ba27e98e4ecdff3d560705a0c9fab06d7,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,3334050000,
